Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
Mid C Peak,2025-09-12,2025-09-15 00:00:00,2025-09-15 00:00:00,50.0,40.0,46.37,-0.81,11600,27,15
Mid C Peak,2025-09-15,2025-09-16 00:00:00,2025-09-16 00:00:00,85.0,70.0,73.57,27.2,21600,53,18
Mid C Peak,2025-09-16,2025-09-17 00:00:00,2025-09-17 00:00:00,59.0,50.0,54.39,-19.18,22400,55,18
Mid C Peak,2025-09-18,2025-09-19 00:00:00,2025-09-20 00:00:00,48.0,42.0,45.24,-0.95,26400,33,14
Mid C Peak,2025-09-19,2025-09-22 00:00:00,2025-09-22 00:00:00,58.0,48.0,55.88,10.64,12800,32,15
Mid C Peak,2025-09-22,2025-09-23 00:00:00,2025-09-23 00:00:00,67.0,55.0,61.83,5.95,13200,33,17
Mid C Peak,2025-09-23,2025-09-24 00:00:00,2025-09-24 00:00:00,80.0,60.0,73.24,11.41,20000,50,19
Mid C Peak,2025-09-24,2025-09-25 00:00:00,2025-09-25 00:00:00,43.0,37.0,38.52,-34.72,20800,48,15
Mid C Peak,2025-09-25,2025-09-26 00:00:00,2025-09-27 00:00:00,48.0,43.0,46.66,8.14,24000,30,15
Mid C Peak,2025-09-26,2025-09-29 00:00:00,2025-09-29 00:00:00,51.0,47.0,48.95,2.29,22000,54,17
Mid C Peak,2025-09-29,2025-09-30 00:00:00,2025-09-30 00:00:00,51.0,46.0,49.51,0.56,18400,45,20
Mid C Peak,2025-09-30,2025-10-01 00:00:00,2025-10-01 00:00:00,50.0,38.0,41.92,-7.59,10400,26,16
Mid C Peak,2025-10-02,2025-10-03 00:00:00,2025-10-04 00:00:00,41.0,37.0,39.45,-3.98,28800,36,18
Mid C Peak,2025-10-03,2025-10-06 00:00:00,2025-10-06 00:00:00,48.25,44.0,45.75,6.3,21200,53,23
Mid C Peak,2025-10-06,2025-10-07 00:00:00,2025-10-07 00:00:00,46.0,44.0,45.18,-0.57,13600,33,15
Mid C Peak,2025-10-07,2025-10-08 00:00:00,2025-10-08 00:00:00,37.0,36.0,36.14,-9.04,24400,60,21
Mid C Peak,2025-10-08,2025-10-09 00:00:00,2025-10-09 00:00:00,48.0,46.0,46.67,10.53,22400,55,19
Mid C Peak,2025-10-09,2025-10-10 00:00:00,2025-10-11 00:00:00,38.0,35.0,36.12,-10.55,24800,29,17
Mid C Peak,2025-10-10,2025-10-13 00:00:00,2025-10-13 00:00:00,49.0,45.0,47.66,11.54,10000,24,12
Mid C Peak,2025-10-13,2025-10-14 00:00:00,2025-10-14 00:00:00,56.0,53.0,55.03,7.37,11200,26,17
Mid C Peak,2025-10-14,2025-10-15 00:00:00,2025-10-15 00:00:00,60.5,55.0,57.59,2.56,10400,26,15
Mid C Peak,2025-10-16,2025-10-17 00:00:00,2025-10-18 00:00:00,41.0,39.0,39.74,-6.68,22400,26,15
Mid C Peak,2025-10-17,2025-10-20 00:00:00,2025-10-20 00:00:00,55.0,51.0,52.79,13.05,13600,34,16
Mid C Peak,2025-10-20,2025-10-21 00:00:00,2025-10-21 00:00:00,57.5,46.0,54.43,1.64,16400,34,19
Mid C Peak,2025-10-21,2025-10-22 00:00:00,2025-10-22 00:00:00,50.0,47.0,47.4,-7.03,19200,47,17
Mid C Peak,2025-10-22,2025-10-23 00:00:00,2025-10-23 00:00:00,48.5,45.0,46.38,-1.02,11600,29,17
Mid C Peak,2025-10-23,2025-10-24 00:00:00,2025-10-25 00:00:00,42.0,38.0,39.39,-6.99,35200,44,18
Mid C Peak,2025-10-24,2025-10-27 00:00:00,2025-10-27 00:00:00,54.0,51.0,52.68,13.29,13600,33,18
Mid C Peak,2025-10-27,2025-10-28 00:00:00,2025-10-28 00:00:00,70.0,59.0,60.55,7.87,15200,38,17
Mid C Peak,2025-10-28,2025-10-29 00:00:00,2025-10-29 00:00:00,50.0,44.0,45.69,-14.86,14800,34,16
Mid C Peak,2025-10-30,2025-11-01 00:00:00,2025-11-01 00:00:00,30.0,21.0,24.88,-21.71,23200,54,17
Mid C Peak,2025-10-31,2025-11-03 00:00:00,2025-11-03 00:00:00,46.5,43.0,44.94,20.06,14000,34,19
Mid C Peak,2025-11-03,2025-11-04 00:00:00,2025-11-04 00:00:00,41.5,40.0,40.8,-4.14,17600,42,17
Mid C Peak,2025-11-04,2025-11-05 00:00:00,2025-11-05 00:00:00,39.0,34.0,36.74,-4.06,14800,36,16
Mid C Peak,2025-11-05,2025-11-06 00:00:00,2025-11-06 00:00:00,38.0,34.0,36.03,-0.71,11200,28,15
Mid C Peak,2025-11-06,2025-11-07 00:00:00,2025-11-08 00:00:00,34.5,32.0,33.92,-2.11,28000,35,15
Mid C Peak,2025-11-07,2025-11-10 00:00:00,2025-11-10 00:00:00,39.0,36.0,37.3,3.38,21200,47,17
Mid C Peak,2025-11-10,2025-11-11 00:00:00,2025-11-12 00:00:00,47.5,42.0,46.15,8.85,34400,43,15
Mid C Peak,2025-11-14,2025-11-17 00:00:00,2025-11-17 00:00:00,45.0,43.0,44.32,5.17,6800,17,10
Mid C Peak,2025-11-17,2025-11-18 00:00:00,2025-11-18 00:00:00,46.0,40.0,43.46,-0.86,19200,46,18
Mid C Peak,2025-11-18,2025-11-19 00:00:00,2025-11-19 00:00:00,54.0,47.0,51.27,7.81,12800,31,15
Mid C Peak,2025-11-19,2025-11-20 00:00:00,2025-11-20 00:00:00,58.5,53.25,55.21,3.94,13600,34,21
Mid C Peak,2025-11-20,2025-11-21 00:00:00,2025-11-22 00:00:00,47.5,44.0,45.69,-9.52,34400,42,14
Mid C Peak,2025-11-21,2025-11-24 00:00:00,2025-11-24 00:00:00,43.0,40.0,41.99,-3.7,13200,33,16
Mid C Peak,2025-11-24,2025-11-25 00:00:00,2025-11-26 00:00:00,56.0,54.0,55.46,13.47,10400,13,15
Mid C Peak,2025-11-25,2025-11-28 00:00:00,2025-11-29 00:00:00,53.0,48.0,51.75,-3.71,12800,16,11
Mid C Peak,2025-12-01,2025-12-02 00:00:00,2025-12-02 00:00:00,50.0,45.0,46.96,-8.61,14400,36,16
Mid C Peak,2025-12-02,2025-12-03 00:00:00,2025-12-03 00:00:00,57.0,53.75,54.95,7.99,8800,22,14
Mid C Peak,2025-12-03,2025-12-04 00:00:00,2025-12-04 00:00:00,43.5,41.0,42.69,-12.26,18400,46,19
Mid C Peak,2025-12-04,2025-12-05 00:00:00,2025-12-06 00:00:00,35.0,25.0,30.55,-12.14,69600,81,16
Mid C Peak,2025-12-05,2025-12-08 00:00:00,2025-12-08 00:00:00,35.0,28.0,30.29,-0.26,28000,66,15
Mid C Peak,2025-12-08,2025-12-09 00:00:00,2025-12-09 00:00:00,44.0,37.5,40.74,10.45,14800,30,16
Mid C Peak,2025-12-09,2025-12-10 00:00:00,2025-12-10 00:00:00,28.5,22.0,24.39,-16.35,23600,56,18
Mid C Peak,2025-12-11,2025-12-12 00:00:00,2025-12-13 00:00:00,30.0,26.5,27.55,1.88,28800,35,16
Mid C Peak,2025-12-12,2025-12-15 00:00:00,2025-12-15 00:00:00,22.0,17.0,19.12,-8.43,25200,60,18
Mid C Peak,2025-12-15,2025-12-16 00:00:00,2025-12-16 00:00:00,21.0,15.5,18.59,-0.53,26800,59,16
Mid C Peak,2025-12-16,2025-12-17 00:00:00,2025-12-17 00:00:00,15.0,12.0,13.76,-4.83,22400,56,17
Mid C Peak,2025-12-17,2025-12-18 00:00:00,2025-12-18 00:00:00,27.0,22.0,25.3,11.54,18800,47,17
Mid C Peak,2025-12-18,2025-12-19 00:00:00,2025-12-20 00:00:00,27.0,17.5,20.45,-4.85,51200,58,18
Mid C Peak,2025-12-19,2025-12-22 00:00:00,2025-12-22 00:00:00,27.5,24.5,25.93,5.48,20800,39,15
Mid C Peak,2025-12-22,2025-12-23 00:00:00,2025-12-24 00:00:00,26.5,22.0,23.97,-1.96,20800,25,16
Mid C Peak,2025-12-23,2025-12-26 00:00:00,2025-12-27 00:00:00,21.0,16.0,17.55,-6.42,40800,50,17
Nepool MH DA LMP Peak,2024-12-26,2024-12-27 00:00:00,2024-12-27 00:00:00,98.0,92.5,95.54,-57.91,9600,12,9
Nepool MH DA LMP Peak,2024-12-27,2024-12-30 00:00:00,2024-12-30 00:00:00,49.5,48.5,49.0,-46.54,4800,6,8
Nepool MH DA LMP Peak,2024-12-30,2024-12-31 00:00:00,2024-12-31 00:00:00,40.75,40.5,40.54,-8.46,4800,5,4
Nepool MH DA LMP Peak,2024-12-31,2025-01-02 00:00:00,2025-01-02 00:00:00,57.5,57.5,57.5,16.96,1600,2,3
Nepool MH DA LMP Peak,2025-01-02,2025-01-03 00:00:00,2025-01-03 00:00:00,90.0,82.0,83.39,25.89,29600,34,15
Nepool MH DA LMP Peak,2025-01-03,2025-01-06 00:00:00,2025-01-06 00:00:00,130.0,127.0,128.5,45.11,4800,6,8
Nepool MH DA LMP Peak,2025-01-06,2025-01-07 00:00:00,2025-01-07 00:00:00,166.0,162.0,164.88,36.38,19200,24,18
Nepool MH DA LMP Peak,2025-01-07,2025-01-08 00:00:00,2025-01-08 00:00:00,163.0,159.0,159.74,-5.14,15200,18,16
Nepool MH DA LMP Peak,2025-01-08,2025-01-09 00:00:00,2025-01-09 00:00:00,151.0,150.0,150.15,-9.59,"      16,000",19,15
Nepool MH DA LMP Peak,2025-01-09,2025-01-10 00:00:00,2025-01-10 00:00:00,115.0,111.0,112.65,-37.5,"      11,200",13,9
Nepool MH DA LMP Peak,2025-01-10,2025-01-13 00:00:00,2025-01-13 00:00:00,106.0,106.0,106.0,-6.65,800,1,2
Nepool MH DA LMP Peak,2025-01-13,2025-01-14 00:00:00,2025-01-14 00:00:00,123.5,122.0,122.67,16.67,7200,9,9
Nepool MH DA LMP Peak,2025-01-14,2025-01-15 00:00:00,2025-01-15 00:00:00,131.0,130.0,130.25,7.58,6400,8,10
Nepool MH DA LMP Peak,2025-01-15,2025-01-16 00:00:00,2025-01-16 00:00:00,144.0,138.0,140.23,9.98,19200,22,16
Nepool MH DA LMP Peak,2025-01-16,2025-01-17 00:00:00,2025-01-17 00:00:00,130.0,125.0,126.67,-13.56,2400,3,5
Nepool MH DA LMP Peak,2025-01-17,2025-01-20 00:00:00,2025-01-20 00:00:00,245.0,235.0,239.38,112.71,12800,16,12
Nepool MH DA LMP Peak,2025-01-20,2025-01-21 00:00:00,2025-01-21 00:00:00,275.0,255.0,268.33,28.95,12000,15,13
Nepool MH DA LMP Peak,2025-01-21,2025-01-22 00:00:00,2025-01-22 00:00:00,240.0,218.0,230.39,-37.94,36800,42,24
Nepool MH DA LMP Peak,2025-01-22,2025-01-23 00:00:00,2025-01-23 00:00:00,178.0,171.0,172.84,-57.55,"      28,000",35,23
Nepool MH DA LMP Peak,2025-01-23,2025-01-24 00:00:00,2025-01-24 00:00:00,162.0,157.5,159.97,-12.87,"      12,800",16,12
Nepool MH DA LMP Peak,2025-01-24,2025-01-27 00:00:00,2025-01-27 00:00:00,140.0,135.0,137.5,-22.47,4800,5,8
Nepool MH DA LMP Peak,2025-01-27,2025-01-28 00:00:00,2025-01-28 00:00:00,156.0,150.0,153.56,16.06,7200,9,12
Nepool MH DA LMP Peak,2025-01-28,2025-01-29 00:00:00,2025-01-29 00:00:00,148.0,142.0,144.46,-9.1,10400,11,14
Nepool MH DA LMP Peak,2025-01-29,2025-01-30 00:00:00,2025-01-30 00:00:00,152.0,146.0,147.77,3.31,17600,21,17
Nepool MH DA LMP Peak,2025-01-30,2025-01-31 00:00:00,2025-01-31 00:00:00,117.5,115.0,116.63,-31.14,15200,19,16
Nepool MH DA LMP Peak,2025-02-03,2025-02-04 00:00:00,2025-02-04 00:00:00,145.0,134.0,139.8,23.17,8000,10,10
Nepool MH DA LMP Peak,2025-02-04,2025-02-05 00:00:00,2025-02-05 00:00:00,165.0,159.0,162.47,22.67,12800,15,14
Nepool MH DA LMP Peak,2025-02-05,2025-02-06 00:00:00,2025-02-06 00:00:00,146.5,139.0,142.23,-20.24,"      12,000",15,16
Nepool MH DA LMP Peak,2025-02-06,2025-02-07 00:00:00,2025-02-07 00:00:00,125.0,119.0,122.13,-20.1,27200,32,19
Nepool MH DA LMP Peak,2025-02-07,2025-02-10 00:00:00,2025-02-10 00:00:00,177.5,175.0,176.25,54.12,1600,2,3
Nepool MH DA LMP Peak,2025-02-10,2025-02-11 00:00:00,2025-02-11 00:00:00,176.0,174.0,174.87,-1.38,18400,23,17
Nepool MH DA LMP Peak,2025-02-11,2025-02-12 00:00:00,2025-02-12 00:00:00,172.0,167.0,169.18,-5.69,15200,19,16
Nepool MH DA LMP Peak,2025-02-12,2025-02-13 00:00:00,2025-02-13 00:00:00,149.0,148.0,148.57,-20.61,11200,14,15
Nepool MH DA LMP Peak,2025-02-13,2025-02-14 00:00:00,2025-02-14 00:00:00,155.0,148.0,150.37,1.8,15200,17,17
Nepool MH DA LMP Peak,2025-02-14,2025-02-17 00:00:00,2025-02-17 00:00:00,170.0,160.0,163.0,12.63,4000,5,8
Nepool MH DA LMP Peak,2025-02-17,2025-02-18 00:00:00,2025-02-18 00:00:00,180.0,176.0,179.42,16.42,14400,18,11
Nepool MH DA LMP Peak,2025-02-18,2025-02-19 00:00:00,2025-02-19 00:00:00,170.0,168.0,169.47,-9.95,12000,15,16
Nepool MH DA LMP Peak,2025-02-19,2025-02-20 00:00:00,2025-02-20 00:00:00,170.0,161.0,166.76,-2.71,"      13,600",16,13
Nepool MH DA LMP Peak,2025-02-20,2025-02-21 00:00:00,2025-02-21 00:00:00,143.0,141.0,142.2,-24.56,12000,13,12
Nepool MH DA LMP Peak,2025-02-24,2025-02-25 00:00:00,2025-02-25 00:00:00,68.5,66.75,67.51,-74.69,23200,27,18
Nepool MH DA LMP Peak,2025-02-25,2025-02-26 00:00:00,2025-02-26 00:00:00,49.5,48.0,49.0,-18.51,11200,13,11
Nepool MH DA LMP Peak,2025-02-26,2025-02-27 00:00:00,2025-02-27 00:00:00,54.0,51.5,53.32,4.32,13600,16,15
Nepool MH DA LMP Peak,2025-02-27,2025-02-28 00:00:00,2025-02-28 00:00:00,46.25,45.5,45.84,-7.48,8800,9,13
Nepool MH DA LMP Peak,2025-02-28,2025-03-03 00:00:00,2025-03-03 00:00:00,110.0,106.0,108.33,62.49,4800,6,6
Nepool MH DA LMP Peak,2025-03-03,2025-03-04 00:00:00,2025-03-04 00:00:00,60.0,60.0,60.0,-48.33,3200,4,5
Nepool MH DA LMP Peak,2025-03-04,2025-03-05 00:00:00,2025-03-05 00:00:00,53.0,51.5,52.17,-7.83,12000,13,12
Nepool MH DA LMP Peak,2025-03-05,2025-03-06 00:00:00,2025-03-06 00:00:00,47.5,46.0,46.92,-5.25,"      17,600",19,11
Nepool MH DA LMP Peak,2025-03-06,2025-03-07 00:00:00,2025-03-07 00:00:00,51.75,49.5,50.95,4.03,4000,5,6
Nepool MH DA LMP Peak,2025-03-10,2025-03-11 00:00:00,2025-03-11 00:00:00,43.0,41.5,42.38,-8.57,3200,3,4
Nepool MH DA LMP Peak,2025-03-11,2025-03-12 00:00:00,2025-03-12 00:00:00,46.0,46.0,46.0,3.62,1600,2,4
Nepool MH DA LMP Peak,2025-03-12,2025-03-13 00:00:00,2025-03-13 00:00:00,52.0,50.0,51.39,5.39,21600,23,18
Nepool MH DA LMP Peak,2025-03-13,2025-03-14 00:00:00,2025-03-14 00:00:00,41.5,40.5,41.07,-10.32,5600,4,5
Nepool MH DA LMP Peak,2025-03-17,2025-03-18 00:00:00,2025-03-18 00:00:00,42.0,41.0,41.54,0.47,5600,7,8
Nepool MH DA LMP Peak,2025-03-18,2025-03-19 00:00:00,2025-03-19 00:00:00,38.5,38.5,38.5,-3.04,8800,10,6
Nepool MH DA LMP Peak,2025-03-19,03/20/2025,03/20/2025,46.5,45.0,45.92,7.42,"       6,400",8,8
Nepool MH DA LMP Peak,2025-03-20,2025-03-21 00:00:00,2025-03-21 00:00:00,40.0,40.0,40.0,-5.92,7200,4,5
Nepool MH DA LMP Peak,2025-03-25,2025-03-26 00:00:00,2025-03-26 00:00:00,47.0,47.0,47.0,7.0,800,1,2
Nepool MH DA LMP Peak,2025-03-26,2025-03-27 00:00:00,2025-03-27 00:00:00,41.0,40.0,40.67,-6.33,7200,9,7
Nepool MH DA LMP Peak,2025-03-31,2025-04-01 00:00:00,2025-04-01 00:00:00,42.5,42.0,42.15,1.48,24800,31,15
Nepool MH DA LMP Peak,2025-04-01,2025-04-02 00:00:00,2025-04-02 00:00:00,48.25,46.0,47.69,5.54,13600,15,9
Nepool MH DA LMP Peak,2025-04-02,2025-04-03 00:00:00,2025-04-03 00:00:00,47.75,45.0,46.25,-1.44,"      20,000",22,17
Nepool MH DA LMP Peak,2025-04-03,2025-04-04 00:00:00,2025-04-04 00:00:00,38.0,37.5,37.69,-8.56,9600,11,11
Nepool MH DA LMP Peak,2025-04-07,2025-04-08 00:00:00,2025-04-08 00:00:00,72.0,59.0,68.38,30.69,13600,17,13
Nepool MH DA LMP Peak,2025-04-08,2025-04-09 00:00:00,2025-04-09 00:00:00,51.75,50.0,50.89,-17.49,16800,18,10
Nepool MH DA LMP Peak,2025-04-09,2025-04-10 00:00:00,2025-04-10 00:00:00,46.75,46.5,46.65,-4.24,21600,27,15
Nepool MH DA LMP Peak,2025-04-10,2025-04-11 00:00:00,2025-04-11 00:00:00,53.0,48.0,51.14,4.49,20800,24,16
Nepool MH DA LMP Peak,2025-04-14,2025-04-15 00:00:00,2025-04-15 00:00:00,44.75,44.0,44.25,-6.89,7200,6,9
Nepool MH DA LMP Peak,2025-04-15,2025-04-16 00:00:00,2025-04-16 00:00:00,42.65,41.0,41.79,-2.46,14400,15,11
Nepool MH DA LMP Peak,2025-04-17,2025-04-18 00:00:00,2025-04-18 00:00:00,35.25,35.25,35.25,0.75,1600,2,3
Nepool MH DA LMP Peak,2025-04-21,2025-04-22 00:00:00,2025-04-22 00:00:00,44.0,42.5,43.09,7.84,24800,30,13
Nepool MH DA LMP Peak,2025-04-22,2025-04-23 00:00:00,2025-04-23 00:00:00,37.5,35.5,35.93,-7.16,11200,10,8
Nepool MH DA LMP Peak,2025-04-23,2025-04-24 00:00:00,2025-04-24 00:00:00,34.5,34.5,34.5,-1.43,2400,3,3
Nepool MH DA LMP Peak,2025-04-24,2025-04-25 00:00:00,2025-04-25 00:00:00,34.0,34.0,34.0,-0.5,2400,3,5
Nepool MH DA LMP Peak,2025-04-25,2025-04-28 00:00:00,2025-04-28 00:00:00,35.0,35.0,35.0,1.0,1600,2,2
Nepool MH DA LMP Peak,2025-04-28,2025-04-29 00:00:00,2025-04-29 00:00:00,36.5,36.5,36.5,1.5,2400,3,4
Nepool MH DA LMP Peak,2025-04-29,2025-04-30 00:00:00,2025-04-30 00:00:00,37.5,37.25,37.38,0.88,1600,2,4
Nepool MH DA LMP Peak,2025-05-01,2025-05-02 00:00:00,2025-05-02 00:00:00,41.75,41.0,41.38,4.25,9600,12,12
Nepool MH DA LMP Peak,2025-05-02,2025-05-05 00:00:00,2025-05-05 00:00:00,46.0,44.0,44.86,3.48,8800,11,8
Nepool MH DA LMP Peak,2025-05-05,2025-05-06 00:00:00,2025-05-06 00:00:00,54.0,51.0,52.28,7.42,14400,17,11
Nepool MH DA LMP Peak,2025-05-06,2025-05-07 00:00:00,2025-05-07 00:00:00,49.0,46.5,48.02,-4.26,19200,13,9
Nepool MH DA LMP Peak,2025-05-07,2025-05-08 00:00:00,2025-05-08 00:00:00,43.0,41.0,41.78,-6.24,16000,20,10
Nepool MH DA LMP Peak,2025-05-08,2025-05-09 00:00:00,2025-05-09 00:00:00,48.0,46.0,46.47,4.69,18400,22,12
Nepool MH DA LMP Peak,2025-05-12,2025-05-13 00:00:00,2025-05-13 00:00:00,42.0,41.25,41.53,-4.94,7200,9,11
Nepool MH DA LMP Peak,2025-05-13,2025-05-14 00:00:00,2025-05-14 00:00:00,47.0,46.0,46.18,4.65,11200,13,13
Nepool MH DA LMP Peak,2025-05-15,2025-05-16 00:00:00,2025-05-16 00:00:00,46.0,43.0,44.2,-1.66,17600,21,13
Nepool MH DA LMP Peak,2025-05-16,2025-05-19 00:00:00,2025-05-19 00:00:00,37.0,37.0,37.0,-7.2,1600,2,2
Nepool MH DA LMP Peak,2025-05-19,2025-05-20 00:00:00,2025-05-20 00:00:00,33.0,31.0,32.03,-4.97,6400,8,7
Nepool MH DA LMP Peak,2025-05-20,2025-05-21 00:00:00,2025-05-21 00:00:00,34.5,34.0,34.09,2.06,13600,17,12
Nepool MH DA LMP Peak,2025-05-21,2025-05-22 00:00:00,2025-05-22 00:00:00,38.0,37.0,37.55,3.46,12800,15,13
Nepool MH DA LMP Peak,2025-05-22,2025-05-23 00:00:00,2025-05-23 00:00:00,33.75,33.0,33.3,-4.25,4000,5,7
Nepool MH DA LMP Peak,2025-05-23,2025-05-27 00:00:00,2025-05-27 00:00:00,30.0,30.0,30.0,-3.3,2400,3,3
Nepool MH DA LMP Peak,2025-05-27,2025-05-28 00:00:00,2025-05-28 00:00:00,38.25,38.25,38.25,8.25,800,1,2
Nepool MH DA LMP Peak,2025-05-29,2025-05-30 00:00:00,2025-05-30 00:00:00,34.25,34.0,34.2,-5.87,4000,5,6
Nepool MH DA LMP Peak,2025-05-30,2025-06-02 00:00:00,2025-06-02 00:00:00,32.0,32.0,32.0,-2.2,1600,2,2
Nepool MH DA LMP Peak,2025-06-02,2025-06-03 00:00:00,2025-06-03 00:00:00,30.75,30.0,30.5,-1.5,3200,4,4
Nepool MH DA LMP Peak,2025-06-03,2025-06-04 00:00:00,2025-06-04 00:00:00,47.5,46.0,46.68,16.18,28800,35,20
Nepool MH DA LMP Peak,2025-06-04,2025-06-05 00:00:00,2025-06-05 00:00:00,60.0,55.0,56.74,10.06,23200,27,24
Nepool MH DA LMP Peak,2025-06-05,2025-06-06 00:00:00,2025-06-06 00:00:00,44.25,40.0,41.17,-15.57,41600,49,16
Nepool MH DA LMP Peak,2025-06-09,2025-06-10 00:00:00,2025-06-10 00:00:00,35.5,34.75,35.18,-5.99,8000,8,5
Nepool MH DA LMP Peak,2025-06-10,2025-06-11 00:00:00,2025-06-11 00:00:00,34.25,32.5,33.1,-2.08,16000,18,12
Nepool MH DA LMP Peak,2025-06-12,2025-06-13 00:00:00,2025-06-13 00:00:00,31.5,31.5,31.5,-4.17,10400,11,8
Nepool MH DA LMP Peak,2025-06-13,2025-06-16 00:00:00,2025-06-16 00:00:00,30.0,30.0,30.0,-1.5,3200,4,4
Nepool MH DA LMP Peak,2025-06-16,2025-06-17 00:00:00,2025-06-17 00:00:00,37.0,35.5,35.95,5.95,4000,5,8
Nepool MH DA LMP Peak,2025-06-17,2025-06-18 00:00:00,2025-06-18 00:00:00,44.25,39.0,43.15,7.2,18400,22,13
Nepool MH DA LMP Peak,2025-06-18,2025-06-19 00:00:00,2025-06-19 00:00:00,59.5,55.5,56.84,13.69,20000,23,13
Nepool MH DA LMP Peak,2025-06-20,2025-06-23 00:00:00,2025-06-23 00:00:00,170.0,155.0,161.25,104.41,6400,8,10
Nepool MH DA LMP Peak,2025-06-23,2025-06-24 00:00:00,2025-06-24 00:00:00,195.0,185.0,188.62,27.37,10400,12,14
Nepool MH DA LMP Peak,2025-06-24,2025-06-25 00:00:00,2025-06-25 00:00:00,150.0,140.0,143.85,-44.77,17600,20,16
Nepool MH DA LMP Peak,2025-06-26,2025-06-27 00:00:00,2025-06-27 00:00:00,36.0,35.5,35.75,-6.83,12800,16,11
Nepool MH DA LMP Peak,2025-06-27,2025-06-30 00:00:00,2025-06-30 00:00:00,64.5,62.0,62.93,27.18,8800,11,10
Nepool MH DA LMP Peak,2025-06-30,2025-07-01 00:00:00,2025-07-01 00:00:00,67.5,64.75,66.08,3.15,8000,10,9
Nepool MH DA LMP Peak,2025-07-01,2025-07-02 00:00:00,2025-07-02 00:00:00,61.0,58.75,59.42,-6.66,15200,19,16
Nepool MH DA LMP Peak,2025-07-02,2025-07-03 00:00:00,2025-07-03 00:00:00,57.0,56.0,56.63,-2.79,4800,6,8
Nepool MH DA LMP Peak,2025-07-03,2025-07-07 00:00:00,2025-07-07 00:00:00,110.0,105.0,107.13,50.5,12000,15,17
Nepool MH DA LMP Peak,2025-07-07,2025-07-08 00:00:00,2025-07-08 00:00:00,112.0,108.0,109.89,2.76,7200,9,13
Nepool MH DA LMP Peak,2025-07-08,2025-07-09 00:00:00,2025-07-09 00:00:00,68.75,65.0,66.15,-43.74,14400,18,15
Nepool MH DA LMP Peak,2025-07-10,2025-07-11 00:00:00,2025-07-11 00:00:00,57.25,56.5,56.77,7.84,9600,11,13
Nepool MH DA LMP Peak,2025-07-11,2025-07-14 00:00:00,2025-07-14 00:00:00,77.5,76.0,76.5,19.73,4000,5,5
Nepool MH DA LMP Peak,2025-07-14,2025-07-15 00:00:00,2025-07-15 00:00:00,136.0,115.0,126.65,50.15,10400,13,15
Nepool MH DA LMP Peak,2025-07-15,2025-07-16 00:00:00,2025-07-16 00:00:00,186.0,180.0,184.37,57.72,16800,21,23
Nepool MH DA LMP Peak,2025-07-16,2025-07-17 00:00:00,2025-07-17 00:00:00,170.0,159.0,165.64,-18.73,34400,43,27
Nepool MH DA LMP Peak,2025-07-17,2025-07-18 00:00:00,2025-07-18 00:00:00,64.5,60.5,62.93,-102.71,14400,16,15
Nepool MH DA LMP Peak,2025-07-18,2025-07-21 00:00:00,2025-07-21 00:00:00,45.5,45.5,45.5,-17.43,800,1,2
Nepool MH DA LMP Peak,2025-07-21,2025-07-22 00:00:00,2025-07-22 00:00:00,43.5,41.5,43.09,-2.41,17600,22,20
Nepool MH DA LMP Peak,2025-07-22,2025-07-23 00:00:00,2025-07-23 00:00:00,55.0,52.5,53.17,10.08,15200,19,16
Nepool MH DA LMP Peak,2025-07-24,2025-07-25 00:00:00,2025-07-25 00:00:00,152.0,137.0,140.82,53.93,24000,30,21
Nepool MH DA LMP Peak,2025-07-28,2025-07-29 00:00:00,2025-07-29 00:00:00,175.0,168.0,171.03,30.21,13600,17,16
Nepool MH DA LMP Peak,2025-07-30,2025-07-31 00:00:00,2025-07-31 00:00:00,54.75,52.5,53.69,-117.34,26400,31,17
Nepool MH DA LMP Peak,2025-07-31,2025-08-01 00:00:00,2025-08-01 00:00:00,42.5,42.5,42.5,-11.19,6400,8,5
Nepool MH DA LMP Peak,2025-08-01,2025-08-04 00:00:00,2025-08-04 00:00:00,61.0,59.0,59.93,17.43,8800,11,8
Nepool MH DA LMP Peak,2025-08-04,2025-08-05 00:00:00,2025-08-05 00:00:00,58.0,57.0,57.63,-2.3,10400,13,12
Nepool MH DA LMP Peak,2025-08-05,2025-08-06 00:00:00,2025-08-06 00:00:00,52.5,51.25,51.92,-5.71,2400,3,6
Nepool MH DA LMP Peak,2025-08-07,2025-08-08 00:00:00,2025-08-08 00:00:00,52.0,51.5,51.9,1.12,8000,10,10
Nepool MH DA LMP Peak,2025-08-08,2025-08-11 00:00:00,2025-08-11 00:00:00,112.0,108.5,110.63,58.73,6400,8,10
Nepool MH DA LMP Peak,2025-08-11,2025-08-12 00:00:00,2025-08-12 00:00:00,170.0,158.0,164.4,53.77,16800,21,16
Nepool MH DA LMP Peak,2025-08-12,2025-08-13 00:00:00,2025-08-13 00:00:00,140.0,130.0,133.55,-30.85,30400,36,24
Nepool MH DA LMP Peak,2025-08-13,2025-08-14 00:00:00,2025-08-14 00:00:00,76.0,71.0,72.25,-61.3,4800,6,7
Nepool MH DA LMP Peak,2025-08-18,2025-08-19 00:00:00,2025-08-19 00:00:00,37.75,37.3,37.53,-34.72,8000,10,8
