Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
Nepool MH DA LMP Peak,2025-08-19,2025-08-20 00:00:00,2025-08-20 00:00:00,45.5,43.5,44.46,6.93,4800,6,7
Nepool MH DA LMP Peak,2025-08-21,2025-08-22 00:00:00,2025-08-22 00:00:00,41.5,39.0,40.07,-1.15,12000,15,10
Nepool MH DA LMP Peak,2025-08-22,2025-08-25 00:00:00,2025-08-25 00:00:00,45.5,45.5,45.5,5.43,800,1,2
Nepool MH DA LMP Peak,2025-08-25,2025-08-26 00:00:00,2025-08-26 00:00:00,33.0,32.0,32.25,-13.25,3200,4,5
Nepool MH DA LMP Peak,2025-08-26,2025-08-27 00:00:00,2025-08-27 00:00:00,30.5,29.5,29.95,-2.3,8800,11,7
Nepool MH DA LMP Peak,2025-08-27,2025-08-28 00:00:00,2025-08-28 00:00:00,28.0,28.0,28.0,-1.95,3200,4,5
Nepool MH DA LMP Peak,2025-08-28,2025-08-29 00:00:00,2025-08-29 00:00:00,31.5,31.5,31.5,3.5,800,1,2
Nepool MH DA LMP Peak,2025-09-02,2025-09-03 00:00:00,2025-09-03 00:00:00,38.5,37.0,37.43,5.93,8800,11,8
Nepool MH DA LMP Peak,2025-09-04,2025-09-05 00:00:00,2025-09-05 00:00:00,42.5,41.25,41.96,5.24,5600,7,10
Nepool MH DA LMP Peak,2025-09-05,2025-09-08 00:00:00,2025-09-08 00:00:00,44.0,39.0,41.9,-0.06,27200,33,18
Nepool MH DA LMP Peak,2025-09-08,2025-09-09 00:00:00,2025-09-09 00:00:00,36.4,33.75,35.21,-6.69,29600,35,17
Nepool MH DA LMP Peak,2025-09-09,2025-09-10 00:00:00,2025-09-10 00:00:00,36.5,35.95,36.34,1.13,11200,14,14
Nepool MH DA LMP Peak,2025-09-10,2025-09-11 00:00:00,2025-09-11 00:00:00,34.75,33.5,33.86,-2.48,16000,17,13
Nepool MH DA LMP Peak,2025-09-11,2025-09-12 00:00:00,2025-09-12 00:00:00,31.5,30.5,30.61,-3.25,11200,14,7
Nepool MH DA LMP Peak,2025-09-15,2025-09-16 00:00:00,2025-09-16 00:00:00,35.0,34.75,34.88,4.27,11200,14,10
Nepool MH DA LMP Peak,2025-09-16,2025-09-17 00:00:00,2025-09-17 00:00:00,37.75,36.25,37.26,2.38,14400,17,12
Nepool MH DA LMP Peak,2025-09-18,2025-09-19 00:00:00,2025-09-19 00:00:00,35.0,34.0,34.85,-4.14,33600,35,16
Nepool MH DA LMP Peak,2025-09-19,2025-09-22 00:00:00,2025-09-22 00:00:00,32.5,31.5,31.89,-2.96,11200,14,11
Nepool MH DA LMP Peak,2025-09-22,2025-09-23 00:00:00,2025-09-23 00:00:00,48.0,45.0,46.81,14.92,6400,7,9
Nepool MH DA LMP Peak,2025-09-23,2025-09-24 00:00:00,2025-09-24 00:00:00,45.5,45.0,45.14,-1.67,16000,15,16
Nepool MH DA LMP Peak,2025-09-24,2025-09-25 00:00:00,2025-09-25 00:00:00,47.5,46.5,46.91,1.77,11200,13,12
Nepool MH DA LMP Peak,2025-09-25,2025-09-26 00:00:00,2025-09-26 00:00:00,44.0,43.0,43.26,-3.65,18400,23,19
Nepool MH DA LMP Peak,2025-09-26,2025-09-29 00:00:00,2025-09-29 00:00:00,45.75,45.75,45.75,2.49,800,1,2
Nepool MH DA LMP Peak,2025-09-29,2025-09-30 00:00:00,2025-09-30 00:00:00,40.0,37.75,38.13,-7.62,23200,22,15
Nepool MH DA LMP Peak,2025-09-30,2025-10-01 00:00:00,2025-10-01 00:00:00,33.5,32.0,33.09,-5.04,36800,42,19
Nepool MH DA LMP Peak,2025-10-02,2025-10-03 00:00:00,2025-10-03 00:00:00,33.5,33.0,33.4,-1.98,23200,28,13
Nepool MH DA LMP Peak,2025-10-03,2025-10-06 00:00:00,2025-10-06 00:00:00,69.0,63.25,65.93,32.53,8800,11,12
Nepool MH DA LMP Peak,2025-10-06,2025-10-07 00:00:00,2025-10-07 00:00:00,56.0,52.25,54.25,-11.68,23200,24,19
Nepool MH DA LMP Peak,2025-10-07,2025-10-08 00:00:00,2025-10-08 00:00:00,44.0,42.5,43.34,-10.91,24000,26,22
Nepool MH DA LMP Peak,2025-10-08,2025-10-09 00:00:00,2025-10-09 00:00:00,35.75,34.75,35.43,-7.91,24000,26,17
Nepool MH DA LMP Peak,2025-10-09,2025-10-10 00:00:00,2025-10-10 00:00:00,33.55,33.5,33.53,-1.9,8800,9,7
Nepool MH DA LMP Peak,2025-10-13,2025-10-14 00:00:00,2025-10-14 00:00:00,41.0,38.25,39.61,6.08,15200,17,8
Nepool MH DA LMP Peak,2025-10-14,2025-10-15 00:00:00,2025-10-15 00:00:00,33.5,32.25,32.99,-6.62,23200,17,10
Nepool MH DA LMP Peak,2025-10-16,2025-10-17 00:00:00,2025-10-17 00:00:00,35.75,32.5,34.2,3.51,23200,29,11
Nepool MH DA LMP Peak,2025-10-17,2025-10-20 00:00:00,2025-10-20 00:00:00,44.0,43.0,43.5,9.3,2400,3,4
Nepool MH DA LMP Peak,2025-10-20,2025-10-21 00:00:00,2025-10-21 00:00:00,47.0,45.0,46.38,2.88,26400,31,16
Nepool MH DA LMP Peak,2025-10-21,2025-10-22 00:00:00,2025-10-22 00:00:00,53.0,51.0,52.03,5.65,13600,15,16
Nepool MH DA LMP Peak,2025-10-22,2025-10-23 00:00:00,2025-10-23 00:00:00,60.0,52.5,53.61,1.58,22400,28,13
Nepool MH DA LMP Peak,2025-10-23,2025-10-24 00:00:00,2025-10-24 00:00:00,54.0,50.5,53.07,-0.54,28000,34,17
Nepool MH DA LMP Peak,2025-10-24,2025-10-27 00:00:00,2025-10-27 00:00:00,52.0,50.0,50.94,-2.13,7200,9,7
Nepool MH DA LMP Peak,2025-10-27,2025-10-28 00:00:00,2025-10-28 00:00:00,56.0,52.5,53.77,2.83,10400,9,12
Nepool MH DA LMP Peak,2025-10-28,2025-10-29 00:00:00,2025-10-29 00:00:00,53.35,53.0,53.06,-0.71,4800,4,5
Nepool MH DA LMP Peak,2025-10-30,2025-10-31 00:00:00,2025-10-31 00:00:00,45.5,43.5,44.73,-8.17,8800,11,7
Nepool MH DA LMP Peak,2025-11-03,2025-11-04 00:00:00,2025-11-04 00:00:00,44.0,42.75,43.2,-1.53,20800,24,15
Nepool MH DA LMP Peak,2025-11-04,2025-11-05 00:00:00,2025-11-05 00:00:00,50.25,50.0,50.13,6.93,1600,2,3
Nepool MH DA LMP Peak,2025-11-05,2025-11-06 00:00:00,2025-11-06 00:00:00,53.0,50.5,51.99,1.86,27200,31,20
Nepool MH DA LMP Peak,2025-11-06,2025-11-07 00:00:00,2025-11-07 00:00:00,54.25,53.5,53.77,1.78,9600,11,10
Nepool MH DA LMP Peak,2025-11-07,2025-11-10 00:00:00,2025-11-10 00:00:00,67.0,65.0,66.17,12.4,14400,17,10
Nepool MH DA LMP Peak,2025-11-10,2025-11-11 00:00:00,2025-11-11 00:00:00,77.5,72.5,75.28,9.11,15200,18,16
Nepool MH DA LMP Peak,2025-11-11,2025-11-12 00:00:00,2025-11-12 00:00:00,69.0,64.5,66.39,-8.89,32000,40,22
Nepool MH DA LMP Peak,2025-11-14,2025-11-17 00:00:00,2025-11-17 00:00:00,66.0,66.0,66.0,3.19,6400,2,4
Nepool MH DA LMP Peak,2025-11-17,2025-11-18 00:00:00,2025-11-18 00:00:00,74.0,71.0,72.36,6.36,20000,25,17
Nepool MH DA LMP Peak,2025-11-18,2025-11-19 00:00:00,2025-11-19 00:00:00,72.5,70.0,70.89,-1.47,16800,21,13
Nepool MH DA LMP Peak,2025-11-19,2025-11-20 00:00:00,2025-11-20 00:00:00,80.5,78.0,79.14,8.25,14400,18,15
Nepool MH DA LMP Peak,2025-11-20,2025-11-21 00:00:00,2025-11-21 00:00:00,68.0,67.0,67.55,-11.59,4000,5,9
Nepool MH DA LMP Peak,2025-11-21,2025-11-24 00:00:00,2025-11-24 00:00:00,71.0,71.0,71.0,3.45,800,1,2
Nepool MH DA LMP Peak,2025-11-24,2025-11-25 00:00:00,2025-11-25 00:00:00,81.0,78.0,79.84,8.84,15200,19,11
Nepool MH DA LMP Peak,2025-11-25,2025-11-26 00:00:00,2025-11-26 00:00:00,82.0,78.5,78.88,-0.96,13600,16,12
Nepool MH DA LMP Peak,2025-12-01,2025-12-02 00:00:00,2025-12-02 00:00:00,127.0,118.0,124.28,45.4,18400,23,22
Nepool MH DA LMP Peak,2025-12-02,2025-12-03 00:00:00,2025-12-03 00:00:00,156.0,144.0,149.57,25.29,36800,43,27
Nepool MH DA LMP Peak,2025-12-03,2025-12-04 00:00:00,2025-12-04 00:00:00,192.0,185.0,189.27,39.7,17600,22,16
Nepool MH DA LMP Peak,2025-12-04,2025-12-05 00:00:00,2025-12-05 00:00:00,200.0,195.0,198.32,9.05,20000,25,22
Nepool MH DA LMP Peak,2025-12-05,2025-12-08 00:00:00,2025-12-08 00:00:00,215.0,215.0,215.0,16.68,4000,4,4
Nepool MH DA LMP Peak,2025-12-08,2025-12-09 00:00:00,2025-12-09 00:00:00,215.0,212.0,213.29,-1.71,5600,7,9
Nepool MH DA LMP Peak,2025-12-09,2025-12-10 00:00:00,2025-12-10 00:00:00,176.0,175.0,175.17,-38.12,4800,5,5
Nepool MH DA LMP Peak,2025-12-11,2025-12-12 00:00:00,2025-12-12 00:00:00,164.0,163.0,163.25,-13.47,9600,10,12
Nepool MH DA LMP Peak,2025-12-15,2025-12-16 00:00:00,2025-12-16 00:00:00,175.0,169.0,171.0,7.75,8800,10,9
Nepool MH DA LMP Peak,2025-12-16,2025-12-17 00:00:00,2025-12-17 00:00:00,108.0,90.0,96.28,-74.72,18400,22,19
Nepool MH DA LMP Peak,2025-12-17,2025-12-18 00:00:00,2025-12-18 00:00:00,55.0,54.0,54.91,-41.37,8800,9,6
Nepool MH DA LMP Peak,2025-12-18,2025-12-19 00:00:00,2025-12-19 00:00:00,67.0,65.0,65.61,10.7,7200,9,11
Nepool MH DA LMP Peak,2025-12-19,2025-12-22 00:00:00,2025-12-22 00:00:00,127.0,125.0,126.13,60.52,3200,3,5
Nepool MH DA LMP Peak,2025-12-22,2025-12-23 00:00:00,2025-12-23 00:00:00,84.0,84.0,84.0,-42.13,800,1,2
Nepool MH DA LMP Peak,2025-12-23,2025-12-24 00:00:00,2025-12-24 00:00:00,95.0,90.0,90.71,6.71,5600,7,6
NP15 EZ Gen DA LMP Peak,2025-01-14,2025-01-15 00:00:00,2025-01-15 00:00:00,57.25,53.0,55.13,2.13,800,2,4
NP15 EZ Gen DA LMP Peak,2025-01-16,2025-01-18 00:00:00,2025-01-18 00:00:00,78.0,75.0,77.5,22.37,3200,8,8
NP15 EZ Gen DA LMP Peak,2025-01-17,2025-01-20 00:00:00,2025-01-21 00:00:00,70.0,70.0,70.0,-7.5,3200,4,4
NP15 EZ Gen DA LMP Peak,2025-01-28,2025-01-29 00:00:00,2025-01-29 00:00:00,48.5,48.5,48.5,-21.5,400,1,2
NP15 EZ Gen DA LMP Peak,2025-01-29,2025-01-30 00:00:00,2025-01-31 00:00:00,47.0,47.0,47.0,-1.5,2400,3,2
NP15 EZ Gen DA LMP Peak,2025-02-03,2025-02-04 00:00:00,2025-02-04 00:00:00,67.0,65.0,66.0,19.0,1600,4,4
NP15 EZ Gen DA LMP Peak,2025-02-05,2025-02-06 00:00:00,2025-02-06 00:00:00,146.5,139.0,142.23,-20.24,"      12,000",15,16
NP15 EZ Gen DA LMP Peak,2025-02-06,2025-02-07 00:00:00,2025-02-08 00:00:00,46.0,45.0,45.63,-12.4,3200,4,6
NP15 EZ Gen DA LMP Peak,2025-02-07,2025-02-10 00:00:00,2025-02-10 00:00:00,52.25,50.0,50.92,5.29,1200,3,4
NP15 EZ Gen DA LMP Peak,2025-02-10,2025-02-11 00:00:00,2025-02-11 00:00:00,50.5,50.0,50.28,-0.64,3600,9,5
NP15 EZ Gen DA LMP Peak,2025-02-11,2025-02-12 00:00:00,2025-02-12 00:00:00,62.5,60.0,60.82,10.54,6000,15,11
NP15 EZ Gen DA LMP Peak,2025-02-12,2025-02-13 00:00:00,2025-02-14 00:00:00,48.5,48.0,48.05,-12.77,8800,11,5
NP15 EZ Gen DA LMP Peak,2025-02-18,2025-02-19 00:00:00,2025-02-19 00:00:00,47.0,46.0,46.21,-1.84,2800,7,6
NP15 EZ Gen DA LMP Peak,2025-02-19,2025-02-20 00:00:00,2025-02-20 00:00:00,46.5,42.0,43.36,-2.85,"       7,600",18,5
NP15 EZ Gen DA LMP Peak,2025-02-28,2025-03-03 00:00:00,2025-03-03 00:00:00,34.75,34.0,34.28,-9.08,3200,8,4
NP15 EZ Gen DA LMP Peak,2025-03-03,2025-03-04 00:00:00,2025-03-04 00:00:00,41.0,39.5,40.61,6.33,1600,4,5
NP15 EZ Gen DA LMP Peak,2025-03-07,2025-03-10 00:00:00,2025-03-10 00:00:00,39.0,39.0,39.0,-1.61,800,2,2
NP15 EZ Gen DA LMP Peak,2025-03-10,2025-03-11 00:00:00,2025-03-11 00:00:00,50.0,50.0,50.0,11.0,800,2,2
NP15 EZ Gen DA LMP Peak,2025-03-11,2025-03-12 00:00:00,2025-03-12 00:00:00,54.0,52.0,53.0,3.0,3200,8,7
NP15 EZ Gen DA LMP Peak,2025-03-19,03/20/2025,03/20/2025,24.95,21.25,23.53,-29.47,"       6,000",15,5
NP15 EZ Gen DA LMP Peak,2025-03-20,2025-03-21 00:00:00,2025-03-22 00:00:00,24.0,24.0,24.0,0.47,800,1,2
NP15 EZ Gen DA LMP Peak,2025-03-21,2025-03-24 00:00:00,2025-03-24 00:00:00,29.05,27.5,28.1,4.1,1200,3,4
NP15 EZ Gen DA LMP Peak,2025-03-25,2025-03-26 00:00:00,2025-03-26 00:00:00,30.0,20.0,25.0,-3.1,800,2,2
NP15 EZ Gen DA LMP Peak,2025-03-31,2025-04-01 00:00:00,2025-04-01 00:00:00,16.0,16.0,16.0,-9.0,400,1,2
NP15 EZ Gen DA LMP Peak,2025-04-01,2025-04-02 00:00:00,2025-04-02 00:00:00,12.0,11.0,11.42,-4.58,2400,6,6
NP15 EZ Gen DA LMP Peak,2025-04-08,2025-04-09 00:00:00,2025-04-09 00:00:00,20.0,20.0,20.0,-0.5,1200,3,3
NP15 EZ Gen DA LMP Peak,2025-04-11,2025-04-14 00:00:00,2025-04-14 00:00:00,25.0,22.5,24.14,4.14,2800,7,6
NP15 EZ Gen DA LMP Peak,2025-04-14,2025-04-15 00:00:00,2025-04-15 00:00:00,28.0,28.0,28.0,3.86,3200,8,4
NP15 EZ Gen DA LMP Peak,2025-04-17,2025-04-21 00:00:00,2025-04-21 00:00:00,14.5,13.0,13.83,-14.17,1200,3,4
NP15 EZ Gen DA LMP Peak,2025-04-21,2025-04-22 00:00:00,2025-04-22 00:00:00,19.0,19.0,19.0,5.17,400,1,2
NP15 EZ Gen DA LMP Peak,2025-04-22,2025-04-23 00:00:00,2025-04-23 00:00:00,20.75,17.5,19.87,0.87,10400,26,13
NP15 EZ Gen DA LMP Peak,2025-04-23,2025-04-24 00:00:00,2025-04-24 00:00:00,21.0,21.0,21.0,1.13,800,2,3
NP15 EZ Gen DA LMP Peak,2025-04-24,2025-04-25 00:00:00,2025-04-26 00:00:00,20.5,19.0,19.67,-1.33,2400,3,4
NP15 EZ Gen DA LMP Peak,2025-05-02,2025-05-05 00:00:00,2025-05-05 00:00:00,27.0,27.0,27.0,3.47,400,1,2
NP15 EZ Gen DA LMP Peak,2025-05-06,2025-05-07 00:00:00,2025-05-07 00:00:00,23.0,22.0,22.5,-4.5,800,2,3
NP15 EZ Gen DA LMP Peak,2025-05-07,2025-05-08 00:00:00,2025-05-08 00:00:00,29.6,26.5,28.05,5.55,800,2,3
NP15 EZ Gen DA LMP Peak,2025-05-08,2025-05-09 00:00:00,2025-05-10 00:00:00,35.0,33.0,34.14,6.09,8800,11,7
NP15 EZ Gen DA LMP Peak,2025-05-12,2025-05-13 00:00:00,2025-05-13 00:00:00,17.75,17.75,17.75,-16.39,400,1,2
NP15 EZ Gen DA LMP Peak,2025-05-20,2025-05-21 00:00:00,2025-05-21 00:00:00,27.0,27.0,27.0,9.25,400,1,2
NP15 EZ Gen DA LMP Peak,2025-05-22,2025-05-24 00:00:00,2025-05-24 00:00:00,14.5,13.5,13.61,-13.39,3600,9,5
NP15 EZ Gen DA LMP Peak,2025-05-27,2025-05-28 00:00:00,2025-05-28 00:00:00,29.0,25.0,27.38,13.77,2400,6,7
NP15 EZ Gen DA LMP Peak,2025-05-29,2025-05-30 00:00:00,2025-05-31 00:00:00,43.0,43.0,43.0,16.0,4800,6,6
NP15 EZ Gen DA LMP Peak,2025-06-06,2025-06-09 00:00:00,2025-06-09 00:00:00,44.5,43.0,43.72,0.72,10000,24,13
NP15 EZ Gen DA LMP Peak,2025-06-17,2025-06-18 00:00:00,2025-06-18 00:00:00,36.0,36.0,36.0,9.0,800,2,2
NP15 EZ Gen DA LMP Peak,2025-06-18,2025-06-19 00:00:00,2025-06-20 00:00:00,26.0,26.0,26.0,-10.0,800,1,2
NP15 EZ Gen DA LMP Peak,2025-06-27,2025-06-30 00:00:00,2025-06-30 00:00:00,43.0,42.0,42.5,16.5,800,2,3
NP15 EZ Gen DA LMP Peak,2025-07-07,2025-07-08 00:00:00,2025-07-08 00:00:00,50.0,49.0,49.43,6.93,2800,7,6
NP15 EZ Gen DA LMP Peak,2025-07-10,2025-07-11 00:00:00,2025-07-12 00:00:00,41.0,41.0,41.0,-6.0,800,1,2
NP15 EZ Gen DA LMP Peak,2025-07-15,2025-07-16 00:00:00,2025-07-16 00:00:00,43.25,43.25,43.25,2.25,2400,6,5
NP15 EZ Gen DA LMP Peak,2025-07-21,2025-07-22 00:00:00,2025-07-22 00:00:00,34.0,33.0,33.42,-9.83,4800,11,8
NP15 EZ Gen DA LMP Peak,2025-07-28,2025-07-29 00:00:00,2025-07-29 00:00:00,41.5,41.0,41.29,7.87,2800,7,6
NP15 EZ Gen DA LMP Peak,2025-08-11,2025-08-12 00:00:00,2025-08-12 00:00:00,41.5,39.5,40.83,-0.46,2400,6,5
NP15 EZ Gen DA LMP Peak,2025-08-19,2025-08-20 00:00:00,2025-08-20 00:00:00,43.0,42.5,42.81,1.98,1600,4,5
NP15 EZ Gen DA LMP Peak,2025-08-21,2025-08-22 00:00:00,2025-08-23 00:00:00,53.5,53.0,53.17,0.92,2400,3,4
NP15 EZ Gen DA LMP Peak,2025-08-22,2025-08-25 00:00:00,2025-08-25 00:00:00,65.0,59.75,64.03,10.86,6400,13,14
NP15 EZ Gen DA LMP Peak,2025-08-25,2025-08-26 00:00:00,2025-08-26 00:00:00,48.5,48.25,48.42,-15.61,1200,3,4
NP15 EZ Gen DA LMP Peak,2025-08-27,2025-08-28 00:00:00,2025-08-29 00:00:00,41.5,41.5,41.5,-6.92,800,1,2
NP15 EZ Gen DA LMP Peak,2025-09-02,2025-09-03 00:00:00,2025-09-03 00:00:00,56.5,54.0,55.25,13.75,1600,4,5
NP15 EZ Gen DA LMP Peak,2025-09-08,2025-09-09 00:00:00,2025-09-09 00:00:00,43.0,42.0,42.15,-15.72,7200,12,9
NP15 EZ Gen DA LMP Peak,2025-09-09,2025-09-10 00:00:00,2025-09-10 00:00:00,40.75,40.0,40.38,-1.77,800,2,4
NP15 EZ Gen DA LMP Peak,2025-09-10,2025-09-11 00:00:00,2025-09-11 00:00:00,36.75,36.75,36.75,-3.63,400,1,2
NP15 EZ Gen DA LMP Peak,2025-09-16,2025-09-17 00:00:00,2025-09-17 00:00:00,53.0,53.0,53.0,16.25,400,1,2
NP15 EZ Gen DA LMP Peak,2025-09-19,2025-09-22 00:00:00,2025-09-22 00:00:00,49.5,49.5,49.5,-4.95,800,2,2
NP15 EZ Gen DA LMP Peak,2025-09-22,2025-09-23 00:00:00,2025-09-23 00:00:00,50.5,50.35,50.4,0.9,2400,6,5
NP15 EZ Gen DA LMP Peak,2025-09-23,2025-09-24 00:00:00,2025-09-24 00:00:00,49.0,49.0,49.0,-1.4,400,1,2
NP15 EZ Gen DA LMP Peak,2025-09-30,2025-10-01 00:00:00,2025-10-01 00:00:00,40.05,39.55,39.68,-9.32,1600,4,3
NP15 EZ Gen DA LMP Peak,2025-10-02,2025-10-03 00:00:00,2025-10-04 00:00:00,39.0,37.0,38.0,-6.17,1600,2,3
NP15 EZ Gen DA LMP Peak,2025-10-08,2025-10-09 00:00:00,2025-10-09 00:00:00,45.0,45.0,45.0,7.0,400,1,2
NP15 EZ Gen DA LMP Peak,2025-10-13,2025-10-14 00:00:00,2025-10-14 00:00:00,50.0,49.0,49.83,4.83,2400,5,5
NP15 EZ Gen DA LMP Peak,2025-10-16,2025-10-17 00:00:00,2025-10-18 00:00:00,38.0,38.0,38.0,-7.25,1600,2,2
NP15 EZ Gen DA LMP Peak,2025-10-20,2025-10-21 00:00:00,2025-10-21 00:00:00,46.0,44.25,45.82,7.82,8400,21,9
NP15 EZ Gen DA LMP Peak,2025-10-21,2025-10-22 00:00:00,2025-10-22 00:00:00,41.25,41.0,41.08,-4.74,1200,3,3
NP15 EZ Gen DA LMP Peak,2025-10-27,2025-10-28 00:00:00,2025-10-28 00:00:00,45.0,44.25,44.63,3.55,800,2,3
NP15 EZ Gen DA LMP Peak,2025-10-30,2025-11-01 00:00:00,2025-11-01 00:00:00,35.0,35.0,35.0,-9.63,4000,7,6
NP15 EZ Gen DA LMP Peak,2025-10-31,2025-11-03 00:00:00,2025-11-03 00:00:00,47.0,45.0,46.33,11.33,3600,9,7
NP15 EZ Gen DA LMP Peak,2025-11-03,2025-11-04 00:00:00,2025-11-04 00:00:00,50.5,49.5,49.68,3.35,4400,9,8
NP15 EZ Gen DA LMP Peak,2025-11-04,2025-11-05 00:00:00,2025-11-05 00:00:00,57.75,55.5,56.72,7.04,7600,19,9
NP15 EZ Gen DA LMP Peak,2025-11-05,2025-11-06 00:00:00,2025-11-06 00:00:00,51.0,50.75,50.82,-5.9,2000,5,4
NP15 EZ Gen DA LMP Peak,2025-11-06,2025-11-07 00:00:00,2025-11-08 00:00:00,42.5,41.0,41.75,-9.07,1600,2,4
NP15 EZ Gen DA LMP Peak,2025-11-18,2025-11-19 00:00:00,2025-11-19 00:00:00,55.0,55.0,55.0,-1.22,800,2,2
NP15 EZ Gen DA LMP Peak,2025-11-19,2025-11-20 00:00:00,2025-11-20 00:00:00,59.0,57.5,58.08,3.08,3600,9,7
NP15 EZ Gen DA LMP Peak,2025-11-20,2025-11-21 00:00:00,2025-11-22 00:00:00,52.0,52.0,52.0,-6.08,3200,3,3
NP15 EZ Gen DA LMP Peak,2025-11-21,2025-11-24 00:00:00,2025-11-24 00:00:00,50.5,49.0,49.75,-2.25,800,2,3
NP15 EZ Gen DA LMP Peak,2025-12-01,2025-12-02 00:00:00,2025-12-02 00:00:00,60.0,60.0,60.0,3.87,2800,7,5
NP15 EZ Gen DA LMP Peak,2025-12-02,2025-12-03 00:00:00,2025-12-03 00:00:00,61.5,60.5,60.85,0.85,4800,12,7
NP15 EZ Gen DA LMP Peak,2025-12-03,2025-12-04 00:00:00,2025-12-04 00:00:00,57.5,57.0,57.21,-3.64,2400,6,3
NP15 EZ Gen DA LMP Peak,2025-12-05,2025-12-08 00:00:00,2025-12-08 00:00:00,49.25,46.5,47.33,-9.88,9200,22,13
NP15 EZ Gen DA LMP Peak,2025-12-08,2025-12-09 00:00:00,2025-12-09 00:00:00,51.75,50.25,50.95,3.62,2000,5,5
NP15 EZ Gen DA LMP Peak,2025-12-09,2025-12-10 00:00:00,2025-12-10 00:00:00,44.0,44.0,44.0,-6.95,400,1,2
NP15 EZ Gen DA LMP Peak,2025-12-12,2025-12-15 00:00:00,2025-12-15 00:00:00,38.5,38.25,38.31,-0.69,1600,4,3
NP15 EZ Gen DA LMP Peak,2025-12-17,2025-12-18 00:00:00,2025-12-18 00:00:00,40.0,39.0,39.8,1.49,2000,5,4
Palo Verde Peak,2024-12-26,2024-12-27 00:00:00,2024-12-28 00:00:00,28.0,23.0,25.07,-5.03,5600,7,6
Palo Verde Peak,2024-12-27,2024-12-30 00:00:00,2024-12-30 00:00:00,25.0,22.0,23.13,-1.94,4800,12,7
Palo Verde Peak,2024-12-30,2024-12-31 00:00:00,2024-12-31 00:00:00,36.0,34.0,34.8,11.67,4000,10,7
Palo Verde Peak,2024-12-31,2025-01-02 00:00:00,2025-01-02 00:00:00,31.0,28.0,30.0,-4.8,5600,10,7
Palo Verde Peak,2025-01-02,2025-01-03 00:00:00,2025-01-04 00:00:00,31.0,28.0,29.05,-0.95,12000,15,10
Palo Verde Peak,2025-01-03,2025-01-06 00:00:00,2025-01-06 00:00:00,41.0,32.0,34.88,5.83,4800,11,7
Palo Verde Peak,2025-01-06,2025-01-07 00:00:00,2025-01-07 00:00:00,46.0,42.0,43.92,9.04,5200,13,7
Palo Verde Peak,2025-01-07,2025-01-08 00:00:00,2025-01-08 00:00:00,39.0,35.0,37.09,-6.83,4400,11,6
Palo Verde Peak,2025-01-08,2025-01-09 00:00:00,2025-01-09 00:00:00,39.0,36.0,38.2,1.11,"       6,000",14,10
Palo Verde Peak,2025-01-09,2025-01-10 00:00:00,2025-01-10 00:00:00,29.0,25.0,26.13,-12.07,"      12,000",15,10
Palo Verde Peak,2025-01-10,2025-01-13 00:00:00,2025-01-13 00:00:00,44.0,42.0,42.8,16.67,9200,22,14
Palo Verde Peak,2025-01-13,2025-01-14 00:00:00,2025-01-14 00:00:00,50.0,48.0,48.51,5.71,9600,23,8
Palo Verde Peak,2025-01-14,2025-01-15 00:00:00,2025-01-15 00:00:00,50.0,42.0,47.15,-1.36,5200,13,7
Palo Verde Peak,2025-01-15,2025-01-16 00:00:00,2025-01-17 00:00:00,34.25,32.0,32.24,-14.91,20800,21,12
Palo Verde Peak,2025-01-16,2025-01-18 00:00:00,2025-01-18 00:00:00,80.0,74.0,78.0,45.76,7600,19,11
Palo Verde Peak,2025-01-17,2025-01-20 00:00:00,2025-01-21 00:00:00,95.0,73.0,86.49,8.49,38400,45,17
Palo Verde Peak,2025-01-21,2025-01-22 00:00:00,2025-01-22 00:00:00,52.0,49.0,50.79,-35.7,9600,22,15
Palo Verde Peak,2025-01-22,2025-01-23 00:00:00,2025-01-23 00:00:00,45.5,42.0,44.76,-6.03,"       8,400",19,13
Palo Verde Peak,2025-01-23,2025-01-24 00:00:00,2025-01-24 00:00:00,44.0,41.0,42.7,-2.06,"      12,000",15,12
Palo Verde Peak,2025-01-24,2025-01-27 00:00:00,2025-01-27 00:00:00,46.0,46.0,46.0,3.3,5600,12,9
Palo Verde Peak,2025-01-27,2025-01-28 00:00:00,2025-01-28 00:00:00,55.0,48.0,52.31,6.31,12800,29,14
Palo Verde Peak,2025-01-28,2025-01-29 00:00:00,2025-01-29 00:00:00,55.0,51.5,53.13,0.82,11200,28,18
Palo Verde Peak,2025-01-29,2025-01-30 00:00:00,2025-01-31 00:00:00,40.0,35.0,37.67,-15.46,15200,19,13
Palo Verde Peak,2025-01-30,2025-02-01 00:00:00,2025-02-01 00:00:00,30.0,24.0,26.97,-10.7,6800,17,10
Palo Verde Peak,2025-01-31,2025-02-03 00:00:00,2025-02-03 00:00:00,41.0,34.0,35.47,8.5,11600,28,16
Palo Verde Peak,2025-02-03,2025-02-04 00:00:00,2025-02-04 00:00:00,37.0,31.0,33.7,-1.77,8000,19,13
Palo Verde Peak,2025-02-04,2025-02-05 00:00:00,2025-02-05 00:00:00,30.0,24.5,26.4,-7.3,10000,25,15
